Expiry;UnderlyingTenor;Strike;Volatility
20Y;5Y;350bp;0.007439
20Y;6Y;-350bp;0.006166
20Y;6Y;-300bp;0.006062
20Y;6Y;-250bp;0.005984
20Y;6Y;-200bp;0.005935
20Y;6Y;-150bp;0.005922
20Y;6Y;-100bp;0.005945
20Y;6Y;-75bp;0.00597
20Y;6Y;-50bp;0.006005
20Y;6Y;-25bp;0.006049
20Y;6Y;ATM;0.006101
20Y;6Y;25bp;0.006161
20Y;6Y;50bp;0.006229
20Y;6Y;75bp;0.006303
20Y;6Y;100bp;0.006384
20Y;6Y;150bp;0.00656
20Y;6Y;200bp;0.006754
20Y;6Y;250bp;0.006961
20Y;6Y;300bp;0.007177
20Y;6Y;350bp;0.007401
20Y;7Y;-350bp;0.006115
20Y;7Y;-300bp;0.006001
20Y;7Y;-250bp;0.005914
20Y;7Y;-200bp;0.005857
20Y;7Y;-150bp;0.005837
20Y;7Y;-100bp;0.005855
20Y;7Y;-75bp;0.00588
20Y;7Y;-50bp;0.005914
20Y;7Y;-25bp;0.005958
20Y;7Y;ATM;0.006011
20Y;7Y;25bp;0.006073
20Y;7Y;50bp;0.006142
20Y;7Y;75bp;0.006219
20Y;7Y;100bp;0.006302
20Y;7Y;150bp;0.006485
20Y;7Y;200bp;0.006686
20Y;7Y;250bp;0.0069
20Y;7Y;300bp;0.007125
20Y;7Y;350bp;0.007356
20Y;8Y;-350bp;0.006085
20Y;8Y;-300bp;0.005962
20Y;8Y;-250bp;0.005864
20Y;8Y;-200bp;0.005798
20Y;8Y;-150bp;0.00577
20Y;8Y;-100bp;0.005784
20Y;8Y;-75bp;0.005807
20Y;8Y;-50bp;0.005841
20Y;8Y;-25bp;0.005885
20Y;8Y;ATM;0.005938
20Y;8Y;25bp;0.006001
20Y;8Y;50bp;0.006073
20Y;8Y;75bp;0.006152
20Y;8Y;100bp;0.006238
20Y;8Y;150bp;0.006427
20Y;8Y;200bp;0.006635
20Y;8Y;250bp;0.006857
20Y;8Y;300bp;0.007089
20Y;8Y;350bp;0.007328
20Y;9Y;-350bp;0.006019
20Y;9Y;-300bp;0.005895
20Y;9Y;-250bp;0.005797
20Y;9Y;-200bp;0.005733
20Y;9Y;-150bp;0.005707
20Y;9Y;-100bp;0.005723
20Y;9Y;-75bp;0.005747
20Y;9Y;-50bp;0.005783
20Y;9Y;-25bp;0.005829
20Y;9Y;ATM;0.005884
20Y;9Y;25bp;0.005949
20Y;9Y;50bp;0.006023
20Y;9Y;75bp;0.006104
20Y;9Y;100bp;0.006192
20Y;9Y;150bp;0.006385
20Y;9Y;200bp;0.006597
20Y;9Y;250bp;0.006822
20Y;9Y;300bp;0.007057
20Y;9Y;350bp;0.007299
20Y;10Y;-350bp;0.005995
20Y;10Y;-300bp;0.005863
20Y;10Y;-250bp;0.005758
20Y;10Y;-200bp;0.005686
20Y;10Y;-150bp;0.005655
20Y;10Y;-100bp;0.005667
20Y;10Y;-75bp;0.005691
20Y;10Y;-50bp;0.005726
20Y;10Y;-25bp;0.005772
20Y;10Y;ATM;0.005829
20Y;10Y;25bp;0.005895
20Y;10Y;50bp;0.00597
20Y;10Y;75bp;0.006054
20Y;10Y;100bp;0.006144
20Y;10Y;150bp;0.006343
20Y;10Y;200bp;0.006561
20Y;10Y;250bp;0.006793
20Y;10Y;300bp;0.007035
20Y;10Y;350bp;0.007283
20Y;15Y;-350bp;0.005802
20Y;15Y;-300bp;0.005653
20Y;15Y;-250bp;0.005531
20Y;15Y;-200bp;0.005441
20Y;15Y;-150bp;0.005394
20Y;15Y;-100bp;0.005394
20Y;15Y;-75bp;0.005413
20Y;15Y;-50bp;0.005445
20Y;15Y;-25bp;0.005489
20Y;15Y;ATM;0.005545
20Y;15Y;25bp;0.005611
20Y;15Y;50bp;0.005688
20Y;15Y;75bp;0.005774
20Y;15Y;100bp;0.005867
20Y;15Y;150bp;0.006073
20Y;15Y;200bp;0.006299
20Y;15Y;250bp;0.006538
20Y;15Y;300bp;0.006788
20Y;15Y;350bp;0.007044
20Y;20Y;-350bp;0.005706
20Y;20Y;-300bp;0.005542
20Y;20Y;-250bp;0.005405
20Y;20Y;-200bp;0.0053
20Y;20Y;-150bp;0.005238
20Y;20Y;-100bp;0.005227
20Y;20Y;-75bp;0.005241
20Y;20Y;-50bp;0.00527
20Y;20Y;-25bp;0.005311
20Y;20Y;ATM;0.005366
20Y;20Y;25bp;0.005433
20Y;20Y;50bp;0.00551
20Y;20Y;75bp;0.005597
20Y;20Y;100bp;0.005693
20Y;20Y;150bp;0.005904
20Y;20Y;200bp;0.006137
20Y;20Y;250bp;0.006383
20Y;20Y;300bp;0.00664
20Y;20Y;350bp;0.006903
20Y;25Y;-350bp;0.005681
20Y;25Y;-300bp;0.005505
20Y;25Y;-250bp;0.005352
20Y;25Y;-200bp;0.005233
20Y;25Y;-150bp;0.005155
20Y;25Y;-100bp;0.00513
20Y;25Y;-75bp;0.005138
20Y;25Y;-50bp;0.005161
20Y;25Y;-25bp;0.005199
20Y;25Y;ATM;0.00525
20Y;25Y;25bp;0.005315
20Y;25Y;50bp;0.005391
20Y;25Y;75bp;0.005477
20Y;25Y;100bp;0.005573
20Y;25Y;150bp;0.005786
20Y;25Y;200bp;0.006021
20Y;25Y;250bp;0.006272
20Y;25Y;300bp;0.006532
20Y;25Y;350bp;0.006799
20Y;30Y;-350bp;0.005698
20Y;30Y;-300bp;0.005512
20Y;30Y;-250bp;0.005349
20Y;30Y;-200bp;0.005218
20Y;30Y;-150bp;0.005129
20Y;30Y;-100bp;0.005092
20Y;30Y;-75bp;0.005096
20Y;30Y;-50bp;0.005114
20Y;30Y;-25bp;0.005148
20Y;30Y;ATM;0.005196
20Y;30Y;25bp;0.005258
20Y;30Y;50bp;0.005332
20Y;30Y;75bp;0.005418
20Y;30Y;100bp;0.005512
20Y;30Y;150bp;0.005725
20Y;30Y;200bp;0.005962
20Y;30Y;250bp;0.006214
20Y;30Y;300bp;0.006477
20Y;30Y;350bp;0.006746
25Y;1Y;-350bp;0.006209
25Y;1Y;-300bp;0.006149
25Y;1Y;-250bp;0.006112
25Y;1Y;-200bp;0.006102
25Y;1Y;-150bp;0.00612
25Y;1Y;-100bp;0.006167
25Y;1Y;-75bp;0.006201
25Y;1Y;-50bp;0.006242
25Y;1Y;-25bp;0.006289
25Y;1Y;ATM;0.006343
25Y;1Y;25bp;0.006402
25Y;1Y;50bp;0.006467
25Y;1Y;75bp;0.006537
25Y;1Y;100bp;0.006611
25Y;1Y;150bp;0.006771
25Y;1Y;200bp;0.006945
25Y;1Y;250bp;0.007129
25Y;1Y;300bp;0.007322
25Y;1Y;350bp;0.007521
25Y;2Y;-350bp;0.006173
25Y;2Y;-300bp;0.006126
25Y;2Y;-250bp;0.006102
25Y;2Y;-200bp;0.006103
25Y;2Y;-150bp;0.006129
25Y;2Y;-100bp;0.006182
25Y;2Y;-75bp;0.006218
25Y;2Y;-50bp;0.00626
25Y;2Y;-25bp;0.006308
25Y;2Y;ATM;0.006362
25Y;2Y;25bp;0.006421
25Y;2Y;50bp;0.006484
25Y;2Y;75bp;0.006552
25Y;2Y;100bp;0.006624
25Y;2Y;150bp;0.006779
25Y;2Y;200bp;0.006946
25Y;2Y;250bp;0.007123
25Y;2Y;300bp;0.007308
25Y;2Y;350bp;0.007498
25Y;3Y;-350bp;0.006089
25Y;3Y;-300bp;0.006034
25Y;3Y;-250bp;0.006002
25Y;3Y;-200bp;0.005995
25Y;3Y;-150bp;0.006015
25Y;3Y;-100bp;0.006063
25Y;3Y;-75bp;0.006097
25Y;3Y;-50bp;0.006137
25Y;3Y;-25bp;0.006184
25Y;3Y;ATM;0.006236
25Y;3Y;25bp;0.006294
25Y;3Y;50bp;0.006357
25Y;3Y;75bp;0.006424
25Y;3Y;100bp;0.006496
25Y;3Y;150bp;0.006651
25Y;3Y;200bp;0.006819
25Y;3Y;250bp;0.006998
25Y;3Y;300bp;0.007184
25Y;3Y;350bp;0.007376
25Y;4Y;-350bp;0.005977
25Y;4Y;-300bp;0.00591
25Y;4Y;-250bp;0.005866
25Y;4Y;-200bp;0.005848
25Y;4Y;-150bp;0.005859
25Y;4Y;-100bp;0.005898
25Y;4Y;-75bp;0.005928
25Y;4Y;-50bp;0.005966
25Y;4Y;-25bp;0.00601
25Y;4Y;ATM;0.00606
25Y;4Y;25bp;0.006117
25Y;4Y;50bp;0.006179
25Y;4Y;75bp;0.006246
25Y;4Y;100bp;0.006317
25Y;4Y;150bp;0.006473
25Y;4Y;200bp;0.006642
25Y;4Y;250bp;0.006822
25Y;4Y;300bp;0.00701
25Y;4Y;350bp;0.007205
25Y;5Y;-350bp;0.005901
25Y;5Y;-300bp;0.005825
25Y;5Y;-250bp;0.005772
25Y;5Y;-200bp;0.005744
25Y;5Y;-150bp;0.005746
25Y;5Y;-100bp;0.005778
25Y;5Y;-75bp;0.005806
25Y;5Y;-50bp;0.005841
25Y;5Y;-25bp;0.005883
25Y;5Y;ATM;0.005931
25Y;5Y;25bp;0.005986
25Y;5Y;50bp;0.006047
25Y;5Y;75bp;0.006114
25Y;5Y;100bp;0.006185
25Y;5Y;150bp;0.006341
25Y;5Y;200bp;0.006511
25Y;5Y;250bp;0.006692
25Y;5Y;300bp;0.006882
25Y;5Y;350bp;0.007079
25Y;6Y;-350bp;0.005866
25Y;6Y;-300bp;0.005772
25Y;6Y;-250bp;0.005703
25Y;6Y;-200bp;0.005661
25Y;6Y;-150bp;0.005652
25Y;6Y;-100bp;0.005676
25Y;6Y;-75bp;0.005702
25Y;6Y;-50bp;0.005735
25Y;6Y;-25bp;0.005777
25Y;6Y;ATM;0.005826
25Y;6Y;25bp;0.005883
25Y;6Y;50bp;0.005947
25Y;6Y;75bp;0.006016
25Y;6Y;100bp;0.006092
25Y;6Y;150bp;0.006257
25Y;6Y;200bp;0.006438
25Y;6Y;250bp;0.006631
25Y;6Y;300bp;0.006833
25Y;6Y;350bp;0.007042
25Y;7Y;-350bp;0.005797
25Y;7Y;-300bp;0.005693
25Y;7Y;-250bp;0.005614
25Y;7Y;-200bp;0.005564
25Y;7Y;-150bp;0.005548
25Y;7Y;-100bp;0.005569
25Y;7Y;-75bp;0.005593
25Y;7Y;-50bp;0.005627
25Y;7Y;-25bp;0.005669
25Y;7Y;ATM;0.005719
25Y;7Y;25bp;0.005778
25Y;7Y;50bp;0.005844
25Y;7Y;75bp;0.005916
25Y;7Y;100bp;0.005995
25Y;7Y;150bp;0.006167
25Y;7Y;200bp;0.006356
25Y;7Y;250bp;0.006557
25Y;7Y;300bp;0.006767
25Y;7Y;350bp;0.006985
25Y;8Y;-350bp;0.005745
25Y;8Y;-300bp;0.005633
25Y;8Y;-250bp;0.005546
25Y;8Y;-200bp;0.00549
25Y;8Y;-150bp;0.005468
25Y;8Y;-100bp;0.005485
25Y;8Y;-75bp;0.005508
25Y;8Y;-50bp;0.005541
25Y;8Y;-25bp;0.005583
25Y;8Y;ATM;0.005635
25Y;8Y;25bp;0.005694
25Y;8Y;50bp;0.005762
25Y;8Y;75bp;0.005836
25Y;8Y;100bp;0.005917
25Y;8Y;150bp;0.006094
25Y;8Y;200bp;0.006289
25Y;8Y;250bp;0.006496
25Y;8Y;300bp;0.006713
25Y;8Y;350bp;0.006936
25Y;9Y;-350bp;0.00568
25Y;9Y;-300bp;0.005568
25Y;9Y;-250bp;0.00548
25Y;9Y;-200bp;0.005423
25Y;9Y;-150bp;0.005402
25Y;9Y;-100bp;0.00542
25Y;9Y;-75bp;0.005444
25Y;9Y;-50bp;0.005478
25Y;9Y;-25bp;0.005521
25Y;9Y;ATM;0.005574
25Y;9Y;25bp;0.005634
25Y;9Y;50bp;0.005703
25Y;9Y;75bp;0.005779
25Y;9Y;100bp;0.005861
25Y;9Y;150bp;0.006041
25Y;9Y;200bp;0.006237
25Y;9Y;250bp;0.006447
25Y;9Y;300bp;0.006665
25Y;9Y;350bp;0.00689
25Y;10Y;-350bp;0.005673
25Y;10Y;-300bp;0.005553
25Y;10Y;-250bp;0.005458
25Y;10Y;-200bp;0.005394
25Y;10Y;-150bp;0.005367
25Y;10Y;-100bp;0.005381
25Y;10Y;-75bp;0.005404
25Y;10Y;-50bp;0.005437
25Y;10Y;-25bp;0.005481
25Y;10Y;ATM;0.005534
25Y;10Y;25bp;0.005596
25Y;10Y;50bp;0.005667
25Y;10Y;75bp;0.005744
25Y;10Y;100bp;0.005829
25Y;10Y;150bp;0.006014
25Y;10Y;200bp;0.006217
25Y;10Y;250bp;0.006433
25Y;10Y;300bp;0.006658
25Y;10Y;350bp;0.006889
25Y;15Y;-350bp;0.005496
25Y;15Y;-300bp;0.005357
25Y;15Y;-250bp;0.005243
25Y;15Y;-200bp;0.005161
25Y;15Y;-150bp;0.005117
25Y;15Y;-100bp;0.005117
25Y;15Y;-75bp;0.005135
25Y;15Y;-50bp;0.005165
25Y;15Y;-25bp;0.005206
25Y;15Y;ATM;0.005258
25Y;15Y;25bp;0.005321
25Y;15Y;50bp;0.005392
25Y;15Y;75bp;0.005472
25Y;15Y;100bp;0.005559
25Y;15Y;150bp;0.005751
25Y;15Y;200bp;0.005962
25Y;15Y;250bp;0.006186
25Y;15Y;300bp;0.00642
25Y;15Y;350bp;0.00666
25Y;20Y;-350bp;0.005432
25Y;20Y;-300bp;0.005277
25Y;20Y;-250bp;0.005146
25Y;20Y;-200bp;0.005046
25Y;20Y;-150bp;0.004987
25Y;20Y;-100bp;0.004974
25Y;20Y;-75bp;0.004988
25Y;20Y;-50bp;0.005014
25Y;20Y;-25bp;0.005053
25Y;20Y;ATM;0.005104
25Y;20Y;25bp;0.005167
25Y;20Y;50bp;0.00524
25Y;20Y;75bp;0.005322
25Y;20Y;100bp;0.005412
25Y;20Y;150bp;0.005611
25Y;20Y;200bp;0.005831
25Y;20Y;250bp;0.006064
25Y;20Y;300bp;0.006307
25Y;20Y;350bp;0.006555
25Y;25Y;-350bp;0.005388
25Y;25Y;-300bp;0.005222
25Y;25Y;-250bp;0.005079
25Y;25Y;-200bp;0.004967
25Y;25Y;-150bp;0.004896
25Y;25Y;-100bp;0.004873
25Y;25Y;-75bp;0.004882
25Y;25Y;-50bp;0.004904
25Y;25Y;-25bp;0.00494
25Y;25Y;ATM;0.00499
25Y;25Y;25bp;0.005051
25Y;25Y;50bp;0.005123
25Y;25Y;75bp;0.005206
25Y;25Y;100bp;0.005296
25Y;25Y;150bp;0.005498
25Y;25Y;200bp;0.005721
25Y;25Y;250bp;0.005958
25Y;25Y;300bp;0.006205
25Y;25Y;350bp;0.006458
25Y;30Y;-350bp;0.005389
25Y;30Y;-300bp;0.005212
25Y;30Y;-250bp;0.005057
25Y;30Y;-200bp;0.004933
25Y;30Y;-150bp;0.00485
25Y;30Y;-100bp;0.004816
25Y;30Y;-75bp;0.00482
25Y;30Y;-50bp;0.00484
25Y;30Y;-25bp;0.004873
25Y;30Y;ATM;0.004921
25Y;30Y;25bp;0.004981
25Y;30Y;50bp;0.005053
25Y;30Y;75bp;0.005136
25Y;30Y;100bp;0.005228
25Y;30Y;150bp;0.005434
25Y;30Y;200bp;0.005662
25Y;30Y;250bp;0.005904
25Y;30Y;300bp;0.006156
25Y;30Y;350bp;0.006414
30Y;1Y;-350bp;0.006084
30Y;1Y;-300bp;0.006037
30Y;1Y;-250bp;0.006012
30Y;1Y;-200bp;0.006011
30Y;1Y;-150bp;0.006034
30Y;1Y;-100bp;0.006084
30Y;1Y;-75bp;0.006118
30Y;1Y;-50bp;0.006158
30Y;1Y;-25bp;0.006203
30Y;1Y;ATM;0.006254
30Y;1Y;25bp;0.006311
30Y;1Y;50bp;0.006372
30Y;1Y;75bp;0.006437
30Y;1Y;100bp;0.006506
30Y;1Y;150bp;0.006656
30Y;1Y;200bp;0.006817
30Y;1Y;250bp;0.006988
30Y;1Y;300bp;0.007167
30Y;1Y;350bp;0.007351
30Y;2Y;-350bp;0.006064
30Y;2Y;-300bp;0.006026
30Y;2Y;-250bp;0.006009
30Y;2Y;-200bp;0.006015
30Y;2Y;-150bp;0.006046
30Y;2Y;-100bp;0.0061
30Y;2Y;-75bp;0.006135
30Y;2Y;-50bp;0.006177
30Y;2Y;-25bp;0.006224
30Y;2Y;ATM;0.006275
30Y;2Y;25bp;0.006332
30Y;2Y;50bp;0.006393
30Y;2Y;75bp;0.006458
30Y;2Y;100bp;0.006526
30Y;2Y;150bp;0.006673
30Y;2Y;200bp;0.006832
30Y;2Y;250bp;0.007
30Y;2Y;300bp;0.007174
30Y;2Y;350bp;0.007355
30Y;3Y;-350bp;0.005991
30Y;3Y;-300bp;0.005947
30Y;3Y;-250bp;0.005924
30Y;3Y;-200bp;0.005924
30Y;3Y;-150bp;0.005948
30Y;3Y;-100bp;0.005998
30Y;3Y;-75bp;0.006032
30Y;3Y;-50bp;0.006071
30Y;3Y;-25bp;0.006116
30Y;3Y;ATM;0.006167
30Y;3Y;25bp;0.006222
30Y;3Y;50bp;0.006282
30Y;3Y;75bp;0.006346
30Y;3Y;100bp;0.006414
30Y;3Y;150bp;0.00656
30Y;3Y;200bp;0.006718
30Y;3Y;250bp;0.006886
30Y;3Y;300bp;0.007061
30Y;3Y;350bp;0.007242
30Y;4Y;-350bp;0.005897
30Y;4Y;-300bp;0.005843
30Y;4Y;-250bp;0.00581
30Y;4Y;-200bp;0.0058
30Y;4Y;-150bp;0.005817
30Y;4Y;-100bp;0.005859
30Y;4Y;-75bp;0.00589
30Y;4Y;-50bp;0.005926
30Y;4Y;-25bp;0.005969
30Y;4Y;ATM;0.006018
30Y;4Y;25bp;0.006071
30Y;4Y;50bp;0.00613
30Y;4Y;75bp;0.006193
30Y;4Y;100bp;0.00626
30Y;4Y;150bp;0.006406
30Y;4Y;200bp;0.006564
30Y;4Y;250bp;0.006732
30Y;4Y;300bp;0.006909
30Y;4Y;350bp;0.007091
30Y;5Y;-350bp;0.005785
30Y;5Y;-300bp;0.00572
30Y;5Y;-250bp;0.005677
30Y;5Y;-200bp;0.005657
30Y;5Y;-150bp;0.005664
30Y;5Y;-100bp;0.005699
30Y;5Y;-75bp;0.005726
30Y;5Y;-50bp;0.00576
30Y;5Y;-25bp;0.0058
30Y;5Y;ATM;0.005847
30Y;5Y;25bp;0.005899
30Y;5Y;50bp;0.005956
30Y;5Y;75bp;0.006018
30Y;5Y;100bp;0.006085
30Y;5Y;150bp;0.00623
30Y;5Y;200bp;0.006389
30Y;5Y;250bp;0.006558
30Y;5Y;300bp;0.006736
30Y;5Y;350bp;0.006919
30Y;6Y;-350bp;0.005733
30Y;6Y;-300bp;0.005653
30Y;6Y;-250bp;0.005595
30Y;6Y;-200bp;0.005564
30Y;6Y;-150bp;0.005562
30Y;6Y;-100bp;0.00559
30Y;6Y;-75bp;0.005616
30Y;6Y;-50bp;0.005649
30Y;6Y;-25bp;0.00569
30Y;6Y;ATM;0.005737
30Y;6Y;25bp;0.005791
30Y;6Y;50bp;0.005851
30Y;6Y;75bp;0.005916
30Y;6Y;100bp;0.005987
30Y;6Y;150bp;0.006141
30Y;6Y;200bp;0.006309
30Y;6Y;250bp;0.006489
30Y;6Y;300bp;0.006678
30Y;6Y;350bp;0.006873
30Y;7Y;-350bp;0.005643
30Y;7Y;-300bp;0.005553
30Y;7Y;-250bp;0.005487
30Y;7Y;-200bp;0.005449
30Y;7Y;-150bp;0.005441
30Y;7Y;-100bp;0.005467
30Y;7Y;-75bp;0.005492
30Y;7Y;-50bp;0.005525
30Y;7Y;-25bp;0.005566
30Y;7Y;ATM;0.005615
30Y;7Y;25bp;0.005671
30Y;7Y;50bp;0.005733
30Y;7Y;75bp;0.005801
30Y;7Y;100bp;0.005874
30Y;7Y;150bp;0.006035
30Y;7Y;200bp;0.006211
30Y;7Y;250bp;0.006399
30Y;7Y;300bp;0.006595
30Y;7Y;350bp;0.006798
30Y;8Y;-350bp;0.005556
30Y;8Y;-300bp;0.005461
30Y;8Y;-250bp;0.005391
30Y;8Y;-200bp;0.005348
30Y;8Y;-150bp;0.005338
30Y;8Y;-100bp;0.005362
30Y;8Y;-75bp;0.005387
30Y;8Y;-50bp;0.00542
30Y;8Y;-25bp;0.005462
30Y;8Y;ATM;0.005512
30Y;8Y;25bp;0.005569
30Y;8Y;50bp;0.005633
30Y;8Y;75bp;0.005703
30Y;8Y;100bp;0.005779
30Y;8Y;150bp;0.005944
30Y;8Y;200bp;0.006125
30Y;8Y;250bp;0.006317
30Y;8Y;300bp;0.006518
30Y;8Y;350bp;0.006725
30Y;9Y;-350bp;0.00549
30Y;9Y;-300bp;0.00539
30Y;9Y;-250bp;0.005313
30Y;9Y;-200bp;0.005266
30Y;9Y;-150bp;0.005252
30Y;9Y;-100bp;0.005274
30Y;9Y;-75bp;0.005299
30Y;9Y;-50bp;0.005333
30Y;9Y;-25bp;0.005376
30Y;9Y;ATM;0.005427
30Y;9Y;25bp;0.005485
30Y;9Y;50bp;0.005551
30Y;9Y;75bp;0.005623
30Y;9Y;100bp;0.005701
30Y;9Y;150bp;0.005871
30Y;9Y;200bp;0.006057
30Y;9Y;250bp;0.006255
30Y;9Y;300bp;0.006461
30Y;9Y;350bp;0.006674
30Y;10Y;-350bp;0.005469
30Y;10Y;-300bp;0.005361
30Y;10Y;-250bp;0.005278
30Y;10Y;-200bp;0.005224
30Y;10Y;-150bp;0.005205
30Y;10Y;-100bp;0.005224
30Y;10Y;-75bp;0.005248
30Y;10Y;-50bp;0.005282
30Y;10Y;-25bp;0.005326
30Y;10Y;ATM;0.005378
30Y;10Y;25bp;0.005438
30Y;10Y;50bp;0.005506
30Y;10Y;75bp;0.00558
30Y;10Y;100bp;0.005661
30Y;10Y;150bp;0.005837
30Y;10Y;200bp;0.00603
30Y;10Y;250bp;0.006234
30Y;10Y;300bp;0.006448
30Y;10Y;350bp;0.006667
30Y;15Y;-350bp;0.00526
30Y;15Y;-300bp;0.00513
30Y;15Y;-250bp;0.005024
30Y;15Y;-200bp;0.004949
30Y;15Y;-150bp;0.004911
30Y;15Y;-100bp;0.004914
30Y;15Y;-75bp;0.004933
30Y;15Y;-50bp;0.004963
30Y;15Y;-25bp;0.005004
30Y;15Y;ATM;0.005054
30Y;15Y;25bp;0.005115
30Y;15Y;50bp;0.005184
30Y;15Y;75bp;0.00526
30Y;15Y;100bp;0.005344
30Y;15Y;150bp;0.005528
30Y;15Y;200bp;0.00573
30Y;15Y;250bp;0.005944
30Y;15Y;300bp;0.006167
30Y;15Y;350bp;0.006396
30Y;20Y;-350bp;0.005221
30Y;20Y;-300bp;0.005078
30Y;20Y;-250bp;0.004958
30Y;20Y;-200bp;0.004868
30Y;20Y;-150bp;0.004816
30Y;20Y;-100bp;0.004809
30Y;20Y;-75bp;0.004823
30Y;20Y;-50bp;0.00485
30Y;20Y;-25bp;0.004888
30Y;20Y;ATM;0.004938
30Y;20Y;25bp;0.004998
30Y;20Y;50bp;0.005067
30Y;20Y;75bp;0.005145
30Y;20Y;100bp;0.005231
30Y;20Y;150bp;0.00542
30Y;20Y;200bp;0.005628
30Y;20Y;250bp;0.005849
30Y;20Y;300bp;0.006078
30Y;20Y;350bp;0.006314
30Y;25Y;-350bp;0.005188
30Y;25Y;-300bp;0.00503
30Y;25Y;-250bp;0.004894
30Y;25Y;-200bp;0.004789
30Y;25Y;-150bp;0.004723
30Y;25Y;-100bp;0.004705
30Y;25Y;-75bp;0.004716
30Y;25Y;-50bp;0.00474
30Y;25Y;-25bp;0.004777
30Y;25Y;ATM;0.004826
30Y;25Y;25bp;0.004887
30Y;25Y;50bp;0.004959
30Y;25Y;75bp;0.00504
30Y;25Y;100bp;0.005129
30Y;25Y;150bp;0.005326
30Y;25Y;200bp;0.005544
30Y;25Y;250bp;0.005775
30Y;25Y;300bp;0.006014
30Y;25Y;350bp;0.00626
30Y;30Y;-350bp;0.005166
30Y;30Y;-300bp;0.004999
30Y;30Y;-250bp;0.004854
30Y;30Y;-200bp;0.004738
30Y;30Y;-150bp;0.004663
30Y;30Y;-100bp;0.004638
30Y;30Y;-75bp;0.004646
30Y;30Y;-50bp;0.004668
30Y;30Y;-25bp;0.004704
30Y;30Y;ATM;0.004754
30Y;30Y;25bp;0.004815
30Y;30Y;50bp;0.004888
30Y;30Y;75bp;0.004971
30Y;30Y;100bp;0.005063
30Y;30Y;150bp;0.005266
30Y;30Y;200bp;0.00549
30Y;30Y;250bp;0.005727
30Y;30Y;300bp;0.005973
30Y;30Y;350bp;0.006225
